6.658946399537945e+01	5.720613597783075e+01	-2.082836129994359e+01	-7.019306759898305e+01	-6.746947367640126e+01	2.928989719671230e+01	3.603603603603604e+00	1.026333769857051e+01	-8.461535896768712e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.380510456752638e+02	-4.330940905877817e+00	2.549904467050995e+01	-1.596726672968854e+02	4.859416334173474e-01	-3.246485620886029e+01	2.162162162162163e+01	3.844999272460470e+00	6.965811538350339e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
-2.485236314213603e+01	7.446139796492230e+01	4.244466913021434e+01	3.331389903890474e+01	-7.806500156852590e+01	-5.270800682878485e+01	-8.461535896768710e+00	3.603603603603602e+00	1.026333769857051e+01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.170743746208728e+01	1.430563705342317e+02	1.631829555229640e+00	-5.867324900043761e+01	-1.646779921558533e+02	-5.476828827690117e+00	6.965811538350339e+00	2.162162162162163e+01	3.844999272460477e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
3.249700110686761e+01	-2.263554041458226e+01	5.981771453682191e+01	1.643947112714767e+06	1.644020970129886e+06	-3.288043167425287e+06	1.026333769857051e+01	-8.461535896768705e+00	3.603603603603604e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	5.288367669696834e+00	3.594224694437597e+01	1.332437990221053e+02	-2.847483120624441e+06	2.847431079199015e+06	-1.548654206423300e+02	3.844999272460470e+00	6.965811538350345e+00	2.162162162162163e+01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.603603603603604e+00	1.026333769857051e+01	-8.461535896768712e+00	-9.532164161740251e+00	-1.535648639045820e+01	1.031591636305439e+01	5.928560558136646e+00	5.093148691887688e+00	-1.854380466285680e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.162162162162163e+01	3.844999272460470e+00	6.965811538350339e+00	-3.391251473433208e+01	-3.459409062033346e+00	-9.236029999851088e+00	1.229089311271045e+01	-3.855902104271243e-01	2.270218461500748e+00	
0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-8.461535896768710e+00	3.603603603603602e+00	1.026333769857051e+01	1.067417932503208e+01	-1.023301433304252e+01	-1.404225070087384e+01	-2.212643428263369e+00	6.629410729438913e+00	3.778913002303330e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.965811538350339e+00	2.162162162162163e+01	3.844999272460477e+00	-1.156940279599012e+01	-3.435814636671159e+01	-3.990283522524532e+00	4.603591257639779e+00	1.273652474508996e+01	1.452842500640545e-01	
0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	1.026333769857051e+01	-8.461535896768705e+00	3.603603603603604e+00	1.643976716458781e+06	1.644000349865824e+06	-3.287988675372226e+06	2.893257092942913e+00	-2.015276352476905e+00	5.325661475597506e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	3.844999272460470e+00	6.965811538350345e+00	2.162162162162163e+01	-2.847478303088132e+06	2.847463821453425e+06	-3.348451830240177e+01	4.708313613346562e-01	3.199992533653981e+00	1.186289668217713e+01	
1.380510456752638e+02	-4.330940905877817e+00	2.549904467050996e+01	-1.596726672968854e+02	4.859416334173470e-01	-3.246485620886030e+01	2.162162162162163e+01	3.844999272460470e+00	6.965811538350341e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-6.658946399537945e+01	-5.720613597783074e+01	2.082836129994359e+01	7.019306759898305e+01	6.746947367640125e+01	-2.928989719671230e+01	-3.603603603603604e+00	-1.026333769857051e+01	8.461535896768710e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
5.170743746208728e+01	1.430563705342317e+02	1.631829555229640e+00	-5.867324900043761e+01	-1.646779921558533e+02	-5.476828827690118e+00	6.965811538350339e+00	2.162162162162163e+01	3.844999272460478e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.485236314213603e+01	-7.446139796492230e+01	-4.244466913021432e+01	-3.331389903890474e+01	7.806500156852590e+01	5.270800682878483e+01	8.461535896768710e+00	-3.603603603603602e+00	-1.026333769857051e+01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
5.288367669696834e+00	3.594224694437598e+01	1.332437990221054e+02	-2.847483120624441e+06	2.847431079199015e+06	-1.548654206454260e+02	3.844999272460470e+00	6.965811538350347e+00	2.162162162162163e+01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-3.249700110686761e+01	2.263554041458226e+01	-5.981771453682190e+01	-1.643947112714767e+06	-1.644020970129886e+06	3.288043167425288e+06	-1.026333769857051e+01	8.461535896768705e+00	-3.603603603603603e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	
0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	2.162162162162163e+01	3.844999272460470e+00	6.965811538350341e+00	-3.391251473433208e+01	-3.459409062033346e+00	-9.236029999851089e+00	1.229089311271045e+01	-3.855902104271243e-01	2.270218461500748e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	-3.603603603603604e+00	-1.026333769857051e+01	8.461535896768710e+00	9.532164161740251e+00	1.535648639045820e+01	-1.031591636305439e+01	-5.928560558136646e+00	-5.093148691887686e+00	1.854380466285680e+00	
