6.658946399537945e+01,5.720613597783075e+01,-2.082836129994359e+01,-7.199486940078485e+01,-5.720613597783075e+01,2.082836129994359e+01,5.405405405405406e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,1.380510456752638e+02,-4.330940905877817e+00,2.549904467050995e+01,-1.704834781076963e+02,4.330940905877817e+00,-2.549904467050995e+01,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
-2.485236314213603e+01,7.446139796492230e+01,4.244466913021434e+01,2.485236314213603e+01,-7.986680337032770e+01,-4.244466913021434e+01,0.000000000000000e+00,5.405405405405405e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.170743746208728e+01,1.430563705342317e+02,1.631829555229640e+00,-5.170743746208728e+01,-1.754888029666641e+02,-1.631829555229640e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
3.249700110686761e+01,-2.263554041458226e+01,5.981771453682191e+01,-3.249700110686761e+01,2.263554041458226e+01,-6.522311994222731e+01,0.000000000000000e+00,0.000000000000000e+00,5.405405405405405e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.288367669696834e+00,3.594224694437597e+01,1.332437990221053e+02,-5.288367669696834e+00,-3.594224694437597e+01,-1.656762314545378e+02,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.405405405405406e+00,0.000000000000000e+00,0.000000000000000e+00,-1.133396596354205e+01,-5.093148691887688e+00,1.854380466285680e+00,5.928560558136646e+00,5.093148691887688e+00,-1.854380466285680e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,-4.472332554514289e+01,3.855902104271243e-01,-2.270218461500748e+00,1.229089311271045e+01,-3.855902104271243e-01,2.270218461500748e+00
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.405405405405405e+00,0.000000000000000e+00,2.212643428263369e+00,-1.203481613484432e+01,-3.778913002303330e+00,-2.212643428263369e+00,6.629410729438913e+00,3.778913002303330e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,-4.603591257639779e+00,-4.516895717752239e+01,-1.452842500640545e-01,4.603591257639779e+00,1.273652474508996e+01,1.452842500640545e-01
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,5.405405405405405e+00,-2.893257092942913e+00,2.015276352476905e+00,-1.073106688100291e+01,2.893257092942913e+00,-2.015276352476905e+00,5.325661475597506e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,-4.708313613346562e-01,-3.199992533653981e+00,-4.429532911460957e+01,4.708313613346562e-01,3.199992533653981e+00,1.186289668217713e+01
1.380510456752638e+02,-4.330940905877817e+00,2.549904467050996e+01,-1.704834781076963e+02,4.330940905877817e+00,-2.549904467050996e+01,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-6.658946399537945e+01,-5.720613597783074e+01,2.082836129994359e+01,7.199486940078485e+01,5.720613597783074e+01,-2.082836129994359e+01,-5.405405405405406e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
5.170743746208728e+01,1.430563705342317e+02,1.631829555229640e+00,-5.170743746208728e+01,-1.754888029666641e+02,-1.631829555229640e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,2.485236314213603e+01,-7.446139796492230e+01,-4.244466913021432e+01,-2.485236314213603e+01,7.986680337032770e+01,4.244466913021432e+01,0.000000000000000e+00,-5.405405405405407e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
5.288367669696834e+00,3.594224694437598e+01,1.332437990221054e+02,-5.288367669696834e+00,-3.594224694437598e+01,-1.656762314545378e+02,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-3.249700110686761e+01,2.263554041458226e+01,-5.981771453682190e+01,3.249700110686761e+01,-2.263554041458226e+01,6.522311994222730e+01,0.000000000000000e+00,0.000000000000000e+00,-5.405405405405405e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,0.000000000000000e+00,-4.472332554514289e+01,3.855902104271243e-01,-2.270218461500748e+00,1.229089311271045e+01,-3.855902104271243e-01,2.270218461500748e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-5.405405405405406e+00,0.000000000000000e+00,0.000000000000000e+00,1.133396596354205e+01,5.093148691887686e+00,-1.854380466285680e+00,-5.928560558136646e+00,-5.093148691887686e+00,1.854380466285680e+00
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,0.000000000000000e+00,-4.603591257639779e+00,-4.516895717752240e+01,-1.452842500640548e-01,4.603591257639779e+00,1.273652474508996e+01,1.452842500640548e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-5.405405405405407e+00,0.000000000000000e+00,-2.212643428263369e+00,1.203481613484432e+01,3.778913002303330e+00,2.212643428263369e+00,-6.629410729438911e+00,-3.778913002303330e+00
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,3.243243243243244e+01,-4.708313613346562e-01,-3.199992533653981e+00,-4.429532911460957e+01,4.708313613346562e-01,3.199992533653981e+00,1.186289668217713e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-5.405405405405405e+00,2.893257092942913e+00,-2.015276352476905e+00,1.073106688100291e+01,-2.893257092942913e+00,2.015276352476905e+00,-5.325661475597506e+00
-6.658946399537945e+01,-5.720613597783075e+01,2.082836129994359e+01,6.658946399537945e+01,5.720613597783075e+01,-2.082836129994359e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-1.380510456752638e+02,4.330940905877817e+00,-2.549904467050995e+01,1.380510456752638e+02,-4.330940905877817e+00,2.549904467050995e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
2.485236314213603e+01,-7.446139796492230e+01,-4.244466913021434e+01,-2.485236314213603e+01,7.446139796492230e+01,4.244466913021434e+01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-5.170743746208728e+01,-1.430563705342317e+02,-1.631829555229640e+00,5.170743746208728e+01,1.430563705342317e+02,1.631829555229640e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
