0,0,1.38E+02,TRUE,,,,,
1,0,3.75E-01,FALSE,,,,,
2,0,3.83E-02,FALSE,,,,,
3,0,-4.82E-01,FALSE,,,,,
4,0,1.80E-01,FALSE,,,,,
5,0,-2.35E-01,FALSE,,,,,
6,0,0.00E+00,FALSE,,,,,
7,0,2.35E-01,FALSE,,,,,
8,0,0.00E+00,FALSE,,,,,
9,0,0.00E+00,FALSE,,,,,
26,0,-3.75E-01,FALSE,,,,,
27,0,-3.83E-02,FALSE,,,,,
39,0,7.24E-03,FALSE,,,,,
19,0,0.00E+00,FALSE,,,,,
40,0,0.00E+00,FALSE,,,,,
13,0,0.00E+00,FALSE,,,,,
15,0,4.82E-01,FALSE,,,,,
23,0,0.00E+00,FALSE,,,,,
10,0,0.00E+00,FALSE,,,,,
11,0,0.00E+00,FALSE,,,,,
12,0,0.00E+00,FALSE,,,,,
22,0,-1.80E-01,FALSE,,,,,
14,0,-1.00E+00,FALSE,,,,,
24,0,0.00E+00,FALSE,,,,,
17,0,0.00E+00,FALSE,,,,,
25,0,0.00E+00,FALSE,,,,,
28,0,0.00E+00,FALSE,,,,,
29,0,0.00E+00,FALSE,,,,,
30,0,0.00E+00,FALSE,,,,,
32,0,0.00E+00,FALSE,,,,,
33,0,0.00E+00,FALSE,,,,,
34,0,0.00E+00,FALSE,,,,,
36,0,0.00E+00,FALSE,,,,,
37,0,0.00E+00,FALSE,,,,,
38,0,0.00E+00,FALSE,,,,,
18,0,0.00E+00,FALSE,,,,,
41,0,0.00E+00,FALSE,,,,,
0,1,-4.33E+00,FALSE,,,,,
1,1,1.45E+02,TRUE,,,,,
2,1,2.50E-01,FALSE,,,,,
3,1,-4.10E-01,FALSE,,,,,
4,1,-5.09E-01,FALSE,,,,,
5,1,1.49E-01,FALSE,,,,,
6,1,0.00E+00,FALSE,,,,,
7,1,-1.49E-01,FALSE,,,,,
8,1,0.00E+00,FALSE,,,,,
9,1,0.00E+00,FALSE,,,,,
26,1,-1.00E+00,FALSE,,,,,
27,1,-2.50E-01,FALSE,,,,,
39,1,2.17E-04,FALSE,,,,,
19,1,6.91E-03,FALSE,,,,,
40,1,0.00E+00,FALSE,,,,,
13,1,0.00E+00,FALSE,,,,,
15,1,4.10E-01,FALSE,,,,,
23,1,0.00E+00,FALSE,,,,,
10,1,0.00E+00,FALSE,,,,,
11,1,0.00E+00,FALSE,,,,,
12,1,0.00E+00,FALSE,,,,,
22,1,5.09E-01,FALSE,,,,,
14,1,0.00E+00,FALSE,,,,,
24,1,0.00E+00,FALSE,,,,,
17,1,0.00E+00,FALSE,,,,,
25,1,0.00E+00,FALSE,,,,,
28,1,0.00E+00,FALSE,,,,,
29,1,0.00E+00,FALSE,,,,,
30,1,0.00E+00,FALSE,,,,,
